respondent_id,ideology,gender,education,age_group,region,policy_code,fairness,policy_label
238,4,2,2,1,4,s_16,4.0,Carbon Tax
239,2,2,6,2,4,s_16,4.0,Carbon Tax
240,6,1,5,6,1,s_16,5.0,Carbon Tax
242,6,1,6,2,2,s_16,3.0,Carbon Tax
243,6,2,4,5,5,s_16,4.0,Carbon Tax
244,6,1,5,6,1,s_16,4.0,Carbon Tax
245,3,2,5,4,1,s_16,4.0,Carbon Tax
246,9,1,6,6,3,s_16,1.0,Carbon Tax
247,4,1,2,1,3,s_16,4.0,Carbon Tax
248,3,2,1,1,3,s_16,5.0,Carbon Tax
249,5,1,5,4,1,s_16,3.0,Carbon Tax
250,8,1,6,2,4,s_16,3.0,Carbon Tax
251,7,2,4,3,4,s_16,1.0,Carbon Tax
252,9,2,6,4,3,s_16,3.0,Carbon Tax
253,2,1,6,2,1,s_16,5.0,Carbon Tax
254,9,2,8,4,1,s_16,4.0,Carbon Tax
255,6,1,8,5,2,s_16,4.0,Carbon Tax
256,8,2,2,5,1,s_16,4.0,Carbon Tax
257,2,2,5,5,4,s_16,4.0,Carbon Tax
258,3,1,5,6,5,s_16,4.0,Carbon Tax
259,5,1,8,5,1,s_16,3.0,Carbon Tax
260,6,1,1,4,3,s_16,4.0,Carbon Tax
261,6,1,8,4,5,s_16,3.0,Carbon Tax
262,1,2,6,4,1,s_16,5.0,Carbon Tax
263,7,2,2,4,1,s_16,2.0,Carbon Tax
264,2,1,5,6,3,s_16,5.0,Carbon Tax
265,6,1,4,3,1,s_16,3.0,Carbon Tax
266,6,2,5,2,4,s_16,3.0,Carbon Tax
267,4,1,2,2,1,s_16,2.0,Carbon Tax
268,2,2,5,6,2,s_16,4.0,Carbon Tax
269,6,2,8,5,1,s_16,4.0,Carbon Tax
270,3,1,8,1,1,s_16,3.0,Carbon Tax
272,6,1,8,6,3,s_16,2.0,Carbon Tax
273,7,2,5,4,1,s_16,3.0,Carbon Tax
274,5,2,6,6,3,s_16,4.0,Carbon Tax
275,2,2,2,1,1,s_16,3.0,Carbon Tax
277,3,1,8,1,1,s_16,4.0,Carbon Tax
278,5,1,5,5,1,s_16,4.0,Carbon Tax
279,2,2,5,3,2,s_16,4.0,Carbon Tax
280,6,1,6,5,1,s_16,4.0,Carbon Tax
281,6,2,4,4,2,s_16,3.0,Carbon Tax
282,5,1,1,1,2,s_16,4.0,Carbon Tax
283,8,1,5,5,2,s_16,3.0,Carbon Tax
284,3,2,8,6,4,s_16,3.0,Carbon Tax
285,7,1,5,3,3,s_16,2.0,Carbon Tax
286,6,2,4,6,1,s_16,3.0,Carbon Tax
287,2,2,4,3,1,s_16,4.0,Carbon Tax
288,4,2,5,3,2,s_16,1.0,Carbon Tax
289,7,2,5,6,1,s_16,3.0,Carbon Tax
290,5,2,6,6,4,s_16,5.0,Carbon Tax
291,8,2,5,6,4,s_16,3.0,Carbon Tax
292,9,1,2,1,1,s_16,3.0,Carbon Tax
293,4,2,4,4,4,s_16,3.0,Carbon Tax
296,3,1,5,6,1,s_16,4.0,Carbon Tax
297,2,2,6,4,4,s_16,4.0,Carbon Tax
298,1,2,2,1,4,s_16,5.0,Carbon Tax
299,6,3,8,3,3,s_16,1.0,Carbon Tax
300,3,1,6,6,1,s_16,5.0,Carbon Tax
301,3,2,8,2,4,s_16,1.0,Carbon Tax
303,2,1,5,4,4,s_16,3.0,Carbon Tax
304,2,2,4,2,4,s_16,3.0,Carbon Tax
305,10,2,5,6,3,s_16,3.0,Carbon Tax
306,10,2,6,6,2,s_16,1.0,Carbon Tax
307,4,2,2,2,4,s_16,5.0,Carbon Tax
308,8,1,5,1,1,s_16,4.0,Carbon Tax
309,3,2,8,6,4,s_16,4.0,Carbon Tax
310,6,2,5,5,2,s_16,4.0,Carbon Tax
311,6,1,5,6,1,s_16,4.0,Carbon Tax
312,2,1,4,6,1,s_16,4.0,Carbon Tax
1,7,2,6,4,4,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
3,2,1,2,1,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
4,3,2,5,6,4,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
5,2,2,2,1,3,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
6,6,2,4,3,3,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
7,3,2,8,3,3,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
8,5,1,5,4,4,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
9,6,2,5,3,4,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
10,3,1,6,3,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
11,3,2,6,6,5,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
12,6,1,5,3,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
13,1,1,5,3,3,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
14,8,1,8,3,4,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
15,7,2,6,5,1,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
16,2,2,8,6,1,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
17,7,2,5,6,1,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
18,6,2,2,5,5,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
19,6,1,2,3,2,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
20,2,2,5,6,2,s_17,5.0,Vehicle Costs (Fuel Economy Standards)
21,2,2,8,5,5,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
22,4,1,5,3,2,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
23,4,2,1,2,5,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
24,1,1,5,6,3,s_17,5.0,Vehicle Costs (Fuel Economy Standards)
25,3,2,4,5,4,s_17,5.0,Vehicle Costs (Fuel Economy Standards)
26,6,1,4,3,5,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
27,6,1,5,3,5,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
28,2,2,8,6,3,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
29,6,1,2,2,3,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
30,8,2,5,3,4,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
32,6,2,4,3,4,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
33,3,2,6,6,4,s_17,5.0,Vehicle Costs (Fuel Economy Standards)
34,3,1,5,6,4,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
35,7,2,4,3,5,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
36,3,2,5,6,1,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
38,6,2,6,5,4,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
39,8,1,5,5,4,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
40,6,1,4,2,4,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
41,2,2,4,6,1,s_17,5.0,Vehicle Costs (Fuel Economy Standards)
42,8,1,2,3,1,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
43,4,2,4,3,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
44,2,2,6,3,1,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
45,3,1,2,5,5,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
46,1,1,2,3,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
47,2,1,8,4,3,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
48,5,1,1,1,4,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
49,6,2,6,2,4,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
50,2,2,2,2,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
51,6,2,2,2,2,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
52,5,1,6,2,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
53,9,2,6,4,3,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
54,2,1,5,2,2,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
55,6,1,5,6,2,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
56,6,2,4,2,3,s_17,5.0,Vehicle Costs (Fuel Economy Standards)
57,11,2,4,5,2,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
58,6,2,2,1,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
59,3,2,5,2,3,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
60,6,2,4,4,3,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
61,6,1,1,1,1,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
62,6,2,4,2,3,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
63,9,1,5,4,2,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
64,7,1,2,2,1,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
65,6,2,4,3,3,s_17,5.0,Vehicle Costs (Fuel Economy Standards)
66,2,2,5,4,4,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
67,3,1,1,6,3,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
68,10,2,5,5,5,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
69,4,2,6,4,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
70,2,1,6,2,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
71,6,2,1,5,3,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
73,5,1,5,4,2,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
75,2,2,1,5,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
76,3,1,6,3,4,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
77,2,2,5,6,1,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
78,5,2,4,3,3,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
79,6,1,6,3,3,s_17,5.0,Vehicle Costs (Fuel Economy Standards)
80,2,1,5,6,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
81,5,1,6,2,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
82,3,1,5,1,4,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
83,6,2,5,4,2,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
84,5,2,6,4,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
85,2,2,8,3,3,s_17,5.0,Vehicle Costs (Fuel Economy Standards)
86,6,2,6,6,1,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
87,4,1,5,6,1,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
88,2,1,4,6,5,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
89,5,1,5,3,3,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
90,2,2,6,3,1,s_17,5.0,Vehicle Costs (Fuel Economy Standards)
91,8,1,2,1,4,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
92,6,1,4,5,2,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
93,10,1,5,2,4,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
94,7,1,8,5,5,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
95,6,2,5,5,3,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
96,10,2,4,5,5,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
97,2,2,8,6,4,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
98,11,2,4,4,2,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
99,5,1,4,5,4,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
100,5,2,5,6,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
101,1,2,4,6,4,s_17,5.0,Vehicle Costs (Fuel Economy Standards)
102,5,1,5,6,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
103,3,1,2,2,4,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
104,3,2,4,3,4,s_17,5.0,Vehicle Costs (Fuel Economy Standards)
105,3,2,5,3,1,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
106,8,2,2,3,1,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
107,4,1,5,6,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
108,3,1,6,6,3,s_17,5.0,Vehicle Costs (Fuel Economy Standards)
109,4,2,5,2,3,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
110,6,2,1,6,4,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
111,2,1,2,5,3,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
112,4,1,5,5,3,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
113,3,2,2,6,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
114,5,3,6,1,3,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
116,10,1,5,4,4,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
117,1,1,5,6,3,s_17,5.0,Vehicle Costs (Fuel Economy Standards)
118,6,2,5,1,5,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
119,3,1,5,6,3,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
120,6,1,2,3,3,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
121,5,2,6,2,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
122,2,2,2,1,3,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
123,2,2,6,3,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
124,6,2,2,3,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
125,4,2,4,2,3,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
126,1,2,6,4,3,s_17,5.0,Vehicle Costs (Fuel Economy Standards)
127,2,1,5,5,2,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
128,3,1,5,4,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
130,4,1,5,5,2,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
131,5,1,6,2,4,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
132,3,2,5,6,1,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
133,6,1,5,3,1,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
134,6,1,4,2,4,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
135,2,1,2,1,3,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
136,5,1,6,2,1,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
137,8,1,4,5,2,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
139,6,1,8,4,3,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
140,8,1,4,5,2,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
141,4,2,5,4,3,s_17,5.0,Vehicle Costs (Fuel Economy Standards)
142,2,1,6,2,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
143,1,1,2,6,2,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
144,5,2,5,6,3,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
145,4,1,2,6,5,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
146,6,1,4,3,5,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
148,2,2,1,1,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
149,2,2,2,5,1,s_17,5.0,Vehicle Costs (Fuel Economy Standards)
150,2,2,4,3,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
151,3,1,5,5,2,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
152,3,2,8,2,2,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
153,3,2,8,4,5,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
154,6,1,4,4,4,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
155,8,2,5,5,3,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
156,5,1,2,1,4,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
157,2,1,6,3,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
158,6,1,2,1,3,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
159,10,2,1,4,3,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
160,5,1,8,6,3,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
161,6,2,5,3,1,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
162,3,1,8,5,4,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
163,6,1,5,5,4,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
165,2,1,5,4,4,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
166,3,3,1,2,4,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
167,2,2,5,4,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
168,5,2,5,2,2,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
169,5,1,6,2,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
170,2,1,6,6,2,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
171,2,1,5,3,1,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
172,6,1,6,4,1,s_17,5.0,Vehicle Costs (Fuel Economy Standards)
173,2,1,6,2,3,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
174,4,1,6,2,1,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
175,9,1,5,6,2,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
176,11,2,4,4,4,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
177,6,2,8,2,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
178,9,2,6,6,3,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
179,5,1,2,1,1,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
180,5,1,5,6,2,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
181,7,1,6,4,4,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
182,7,2,6,5,5,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
183,2,2,6,6,1,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
184,2,2,4,6,4,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
185,3,1,5,5,3,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
186,5,2,4,3,2,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
187,6,1,5,2,3,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
188,2,2,6,2,1,s_17,5.0,Vehicle Costs (Fuel Economy Standards)
189,2,1,6,5,5,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
191,4,1,6,6,4,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
192,2,1,5,4,1,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
194,6,2,2,1,1,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
195,6,1,4,2,1,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
196,5,1,6,4,1,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
197,3,1,2,1,1,s_17,5.0,Vehicle Costs (Fuel Economy Standards)
198,5,1,8,5,1,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
199,3,2,2,2,1,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
200,6,1,8,2,4,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
201,3,2,2,2,3,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
202,9,2,8,2,2,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
203,4,2,6,6,5,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
204,4,2,4,6,5,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
205,2,1,5,3,4,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
206,5,1,8,5,3,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
207,6,1,1,1,1,s_17,5.0,Vehicle Costs (Fuel Economy Standards)
209,5,2,2,4,1,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
210,5,1,4,4,1,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
211,9,2,1,1,5,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
212,10,2,8,4,2,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
213,3,2,5,6,3,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
214,7,2,5,5,4,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
215,3,2,4,5,4,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
216,3,2,5,3,1,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
217,3,1,5,2,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
218,6,1,5,6,3,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
220,2,1,6,6,1,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
221,9,2,2,1,1,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
222,2,1,5,6,5,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
223,6,1,5,6,3,s_17,5.0,Vehicle Costs (Fuel Economy Standards)
224,4,1,6,3,4,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
225,3,1,5,4,1,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
226,6,1,6,5,1,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
227,2,1,5,6,5,s_17,5.0,Vehicle Costs (Fuel Economy Standards)
228,6,1,4,5,4,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
229,8,2,6,4,3,s_17,5.0,Vehicle Costs (Fuel Economy Standards)
231,10,2,5,1,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
232,7,2,4,4,2,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
233,9,2,4,6,2,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
234,9,2,6,6,4,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
235,3,1,8,6,1,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
236,6,1,6,2,4,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
237,3,2,6,2,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
238,4,2,2,1,4,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
239,2,2,6,2,4,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
240,6,1,5,6,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
241,6,1,6,2,2,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
242,6,1,6,2,2,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
243,6,2,4,5,5,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
244,6,1,5,6,1,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
245,3,2,5,4,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
246,9,1,6,6,3,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
247,4,1,2,1,3,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
248,3,2,1,1,3,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
249,5,1,5,4,1,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
250,8,1,6,2,4,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
251,7,2,4,3,4,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
252,9,2,6,4,3,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
253,2,1,6,2,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
254,9,2,8,4,1,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
255,6,1,8,5,2,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
256,8,2,2,5,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
257,2,2,5,5,4,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
258,3,1,5,6,5,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
259,5,1,8,5,1,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
260,6,1,1,4,3,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
261,6,1,8,4,5,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
262,1,2,6,4,1,s_17,5.0,Vehicle Costs (Fuel Economy Standards)
263,7,2,2,4,1,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
264,2,1,5,6,3,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
265,6,1,4,3,1,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
266,6,2,5,2,4,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
267,4,1,2,2,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
268,2,2,5,6,2,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
269,6,2,8,5,1,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
270,3,1,8,1,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
272,6,1,8,6,3,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
273,7,2,5,4,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
274,5,2,6,6,3,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
275,2,2,2,1,1,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
276,1,1,1,2,1,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
277,3,1,8,1,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
278,5,1,5,5,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
279,2,2,5,3,2,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
280,6,1,6,5,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
281,6,2,4,4,2,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
282,5,1,1,1,2,s_17,5.0,Vehicle Costs (Fuel Economy Standards)
283,8,1,5,5,2,s_17,5.0,Vehicle Costs (Fuel Economy Standards)
284,3,2,8,6,4,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
285,7,1,5,3,3,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
286,6,2,4,6,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
287,2,2,4,3,1,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
288,4,2,5,3,2,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
289,7,2,5,6,1,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
290,5,2,6,6,4,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
291,8,2,5,6,4,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
292,9,1,2,1,1,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
293,4,2,4,4,4,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
294,3,1,8,6,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
295,6,1,5,2,2,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
296,3,1,5,6,1,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
297,2,2,6,4,4,s_17,5.0,Vehicle Costs (Fuel Economy Standards)
299,6,3,8,3,3,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
300,3,1,6,6,1,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
301,3,2,8,2,4,s_17,5.0,Vehicle Costs (Fuel Economy Standards)
302,9,1,5,6,4,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
303,2,1,5,4,4,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
304,2,2,4,2,4,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
305,10,2,5,6,3,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
306,10,2,6,6,2,s_17,1.0,Vehicle Costs (Fuel Economy Standards)
307,4,2,2,2,4,s_17,2.0,Vehicle Costs (Fuel Economy Standards)
308,8,1,5,1,1,s_17,3.0,Vehicle Costs (Fuel Economy Standards)
309,3,2,8,6,4,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
310,6,2,5,5,2,s_17,4.0,Vehicle Costs (Fuel Economy Standards)
